kind,title,aliases,summary,body,lane,scope,source_ref
word,Prance,pranced; prancing; उछल-कूद करना; اچھلنا کودنا; Uchhalna koodna,"To move with high, springing steps.","उछल-कूद करना · اچھلنا کودنا (Uchhalna koodna)

**In use**

- Aunt Jennifer's tigers ""prance across a screen"", unafraid of the men beneath the tree.

*From NCERT Flamingo — Aunt Jennifer's Tigers (poem).*",verbs,general,NCERT Flamingo — Aunt Jennifer's Tigers (poem)
word,Sheen,चमक; چمک; Chamak,A soft shine on a surface.,"चमक · چمک (Chamak)

**In use**

- ""A thing of beauty is a joy forever… bright with a sheen of daffodils"" — Keats.

*From NCERT Flamingo — A Thing of Beauty (poem).*",nouns,general,NCERT Flamingo — A Thing of Beauty (poem)
word,Refuge,refugee; refuges; शरण; پناہ; Panah,A place of safety from danger or trouble.,"शरण · پناہ (Panah)

**In use**

- The third level at Grand Central is Charley's refuge from a modern world ""full of insecurity"".

*From NCERT Vistas — The Third Level.*",nouns,general,NCERT Vistas — The Third Level
word,Philately,philatelist; डाक टिकट संग्रह; ٹکٹ جمع کرنے کا شوق; Ticket jama karne ka shauq,The collecting and study of postage stamps.,"डाक टिकट संग्रह · ٹکٹ جمع کرنے کا شوق (Ticket jama karne ka shauq)

**In use**

- Sam's letter turns up in Charley's first-day-cover collection — his philately hobby.

*From NCERT Vistas — The Third Level.*",nouns,general,NCERT Vistas — The Third Level
word,Dewan,दीवान; دیوان; Dewan,A chief minister of an Indian princely state.,"दीवान · دیوان (Dewan)

**In use**

- The dewan had a tiger brought from the People's Park in Madras to keep his job.

*From NCERT Vistas — The Tiger King.*",nouns,general,NCERT Vistas — The Tiger King
word,Continent,continents; महाद्वीप; بر اعظم; Bar-e-azam,One of the earth's great landmasses.,"महाद्वीप · بر اعظم (Bar-e-azam)

**In use**

- Antarctica is the only continent with no human population, and holds most of the world's ice.

*From NCERT Vistas — Journey to the End of the Earth.*",nouns,general,NCERT Vistas — Journey to the End of the Earth
word,Gondwana,गोंडवाना; گونڈوانا; Gondwana,The ancient southern supercontinent that broke into today's continents.,"गोंडवाना · گونڈوانا (Gondwana)

**In use**

- Six hundred and fifty million years ago, Gondwana held India and Antarctica together.

*From NCERT Vistas — Journey to the End of the Earth.*",nouns,general,NCERT Vistas — Journey to the End of the Earth
word,Prisoner,prisoners; imprison; कैदी; قیدی; Qaidi,A person held captive.,"कैदी · قیدی (Qaidi)

**In use**

- The American, a prisoner of war washed up on the beach, made Sadao a traitor in law and a doctor in conscience.

*From NCERT Vistas — The Enemy.*",nouns,general,NCERT Vistas — The Enemy
word,Sentimental,sentiment; भावुक; جذباتی; Jazbati,Governed by tender feelings rather than reason.,"भावुक · جذباتی (Jazbati)

**In use**

- The General says he is not sentimental — but he has forgotten to send the assassins.

*From NCERT Vistas — The Enemy.*",describing,general,NCERT Vistas — The Enemy
word,Crab-apple,crab apples; जंगली सेब; جنگلی سیب; Jangli seb,"A small, sour wild apple.","जंगली सेब · جنگلی سیب (Jangli seb)

**In use**

- Mr Lamb makes jelly from the crab-apples in his garden.

*From NCERT Vistas — On the Face of It.*",nouns,general,NCERT Vistas — On the Face of It
word,Untouchable,untouchability; अछूत; اچھوت; Achhoot,A person of a caste once treated as impure — the caste system's cruelty.,"अछूत · اچھوت (Achhoot)

**In use**

- Bama sees an elder carry a packet by its string so the food is not ""polluted"" — untouchability.

*From NCERT Vistas — Memories of Childhood.*",nouns,general,NCERT Vistas — Memories of Childhood
phrase,Boarding school,boarding schools; आवासीय विद्यालय; بورڈنگ اسکول; Boarding school,A school where pupils live during term.,"आवासीय विद्यालय · بورڈنگ اسکول (Boarding school)

**In use**

- Zitkala-Sa's boarding school cut her hair — the shingling of a ""coward's"" hair, in her people's eyes.

*From NCERT Vistas — Memories of Childhood.*",phrases,general,NCERT Vistas — Memories of Childhood
idiom,Bear in mind,bearing in mind; bore in mind; ध्यान में रखना; ذہن میں رکھنا; Zehan mein rakhna,To remember and take into account.,"ध्यान में रखना · ذہن میں رکھنا (Zehan mein rakhna)

**In use**

- Bear in mind what the postmaster did: he answered a letter addressed to God.

*From NCERT — general usage across readers.*",phrases,general,NCERT — general usage across readers
idiom,By and large,कुल मिलाकर; مجموعی طور پر; Majmooi taur par,On the whole; generally.,"कुल मिलाकर · مجموعی طور پر (Majmooi taur par)

**In use**

- By and large, the villagers of Champaran had never seen a lawyer take their side.

*From NCERT Flamingo — Indigo.*",phrases,general,NCERT Flamingo — Indigo
idiom,Once in a blue moon,कभी-कभार; شاذ و نادر; Shaz-o-nadir,Very rarely.,"कभी-कभार · شاذ و نادر (Shaz-o-nadir)

**In use**

- Once in a blue moon a car stopped at the roadside stand.

*From NCERT Flamingo — A Roadside Stand (poem).*",phrases,general,NCERT Flamingo — A Roadside Stand (poem)
idiom,Turn a deaf ear,turned a deaf ear; अनसुना करना; ان سنا کرنا; An-suna karna,To refuse to listen.,"अनसुना करना · ان سنا کرنا (An-suna karna)

**In use**

- The landlords turned a deaf ear to the sharecroppers until Gandhi came.

*From NCERT Flamingo — Indigo.*",phrases,general,NCERT Flamingo — Indigo
idiom,Rack one's brains,racked his brains; racking her brains; दिमाग़ खपाना; دماغ کھپانا; Dimagh khapana,To think very hard to remember or solve something.,"दिमाग़ खपाना · دماغ کھپانا (Dimagh khapana)

**In use**

- Horace racked his brains for the name of the lady in red — too late.

*From NCERT Footprints — A Question of Trust.*",phrases,general,NCERT Footprints — A Question of Trust
idiom,Keep body and soul together,जीवित रहने भर कमाना; جینے بھر کمانا; Jeene bhar kamana,To earn just enough to stay alive.,"जीवित रहने भर कमाना · جینے بھر کمانا (Jeene bhar kamana)

**In use**

- The rattrap peddler kept body and soul together by begging and small thefts.

*From NCERT Flamingo — The Rattrap.*",phrases,general,NCERT Flamingo — The Rattrap
